repo_name,stars,forks,issues,pull_requests,contributors,language,engagement_score,pr_to_issue_ratio,popularity_tier,contributor_category,is_popular,lang_C,lang_C++,lang_CSS,lang_Dart,lang_Go,lang_HTML,lang_Java,lang_JavaScript,lang_Jupyter Notebook,lang_Other,lang_PHP,lang_Python,lang_Ruby,lang_Shell,lang_TypeScript,lang_Unknown
PragneshRamani/Coursera---Using-Python-to-Access-Web-Data,37,79,3,6,0,Python,42.2,2.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
trailofbits/constexpr-everything,231,11,3,0,6,C++,120.0,0.0,moderate,mid_team,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kdeldycke/cqlengine-relation-columns,1,1,3,0,0,Python,0.8,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nikhilkumarsingh/desktop_reminder,7,4,3,0,0,Python,4.7,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
taniarascia/laconia,350,63,3,2,2,PHP,194.3,0.667,moderate,small_team,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aviaryan/CFBuddy,2,1,3,0,0,Java,1.3,0.0,obscure,solo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
xoreaxeaxeax/..cantor.dust..,33,0,3,0,0,Unknown,16.5,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YosephKS/moralis-opensea-plugins,26,14,3,0,0,JavaScript,17.2,0.0,low,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
aviaryan/alfred-google-search,32,1,3,0,0,Python,16.3,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
aviaryan/Ahk-Best-Practices,30,5,3,0,2,Unknown,16.9,0.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
google/actions-on-google-trivia-template-sdk,14,8,3,0,2,JavaScript,9.8,0.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anuj-Kumar-Sharma/DS-Algo,457,382,3,31,8,Java,344.7,10.333,moderate,mid_team,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
trailofbits/bisc,71,15,3,0,5,Ruby,41.0,0.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
taniarascia/new-moon-vscode,85,10,3,1,3,Unknown,46.1,0.333,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
localstack/localstack-python-client,144,30,3,0,16,Python,84.2,0.0,moderate,mid_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
trailofbits/algo-ng,65,16,3,1,3,HCL,37.9,0.333,low,small_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ljharb/aud,24,1,3,0,0,JavaScript,12.3,0.0,low,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
felangel/bloc.js,171,19,3,3,5,TypeScript,92.2,1.0,moderate,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
google/.github,70,153,3,3,4,Unknown,81.7,1.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mattgallagher/CwlSignal,305,33,3,1,9,Swift,164.2,0.333,moderate,mid_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anuraghazra/circleci-test,0,0,3,1,2,JavaScript,0.4,0.333,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ihcsim/cockroachdb-formula,2,2,3,0,0,Ruby,1.6,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WhiteHouse/choropleth,4,9,3,1,5,JavaScript,5.7,0.333,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shazow/briefmetrics,20,1,3,3,3,Python,10.9,1.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
byt3bl33d3r/arpspoof,175,66,3,0,4,Python,108.1,0.0,moderate,small_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nerdynikhil/bookclub,0,0,3,0,0,Dart,0.0,0.0,obscure,solo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vicky002/1000_Projects,0,298,3,1,4,Unknown,90.2,0.333,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shreeshrii/tess5train-fonts,72,19,3,0,0,HTML,41.7,0.0,low,solo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shreeshrii/hindi-hunspell,29,16,3,3,2,Shell,19.7,1.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
education/github-starter-course,41,25,3,0,5,Unknown,29.0,0.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
nerdynikhil/codestreak,4,3,3,0,3,JavaScript,3.5,0.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EddieHubCommunity/gh-action-community,24,16,3,0,13,JavaScript,19.4,0.0,low,mid_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
nikhilkumarsingh/cmail,3,1,3,0,2,Python,2.2,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EddieHubCommunity/EddieBotBreakout,14,2,3,0,6,TypeScript,8.8,0.0,low,mid_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RivaanRanawat/flutter-whatsapp-clone,75,45,3,0,0,Dart,51.0,0.0,low,solo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nikhilkumarsingh/content-downloader,104,68,3,0,6,Python,73.6,0.0,moderate,mid_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kdeldycke/kevin-deldycke-blog,34,15,3,11,5,Python,22.5,3.667,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
offensive-security/kali-linux-preseed,42,26,3,0,0,Unknown,28.8,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
offensive-security/cryptsetup-nuke-keys,188,63,3,7,0,Unknown,112.9,2.333,moderate,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Anuj-Kumar-Sharma/Shuffler,275,291,3,6,0,Java,224.8,2.0,moderate,solo,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive-security/exploitdb-bin-sploits,0,545,3,0,0,Python,163.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
btholt/complete-intro-to-computer-science,214,151,3,19,8,JavaScript,153.9,6.333,moderate,mid_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kdeldycke/kdenlive-tools,6,1,3,0,0,Python,3.3,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
vikhyatsingh123/Naruto-Shippuden,85,466,3,6,259,HTML,234.1,2.0,low,open_source,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Priyansh19077/OnlyPolling,0,0,3,0,0,Java,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
zemse/awesome-decentralized-finance,8,268,2,0,0,Unknown,84.4,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
carloscuesta/carloscuesta.me,39,7,2,0,7,JavaScript,23.0,0.0,low,mid_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AYIDouble/IoT-Arduino-Game-Controller-Java,16,2,2,0,2,Java,9.0,0.0,low,small_team,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sambitraze/cpp,0,3,2,0,3,C++,1.5,0.0,obscure,small_team,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shreeshrii/tessdata_ssd,24,4,2,0,0,Shell,13.2,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
wsvincent/awesome-django,0,940,2,5,65,HTML,295.0,2.5,obscure,large_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ritwickdey/ritwickdey.github.io,83,21,2,25,0,TypeScript,47.8,12.5,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
zemse/contract-ownership-governance,1,3,2,0,0,TypeScript,1.4,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
artkirienko/n-th_longest,0,1,2,0,0,C++,0.3,0.0,obscure,solo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anishde85/sociocom,2,5,2,6,6,HTML,3.7,3.0,obscure,mid_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CharlesCreativeContent/CodeWars,60,11,2,0,0,JavaScript,33.3,0.0,low,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
clindsey/AlphabetSoup,0,0,2,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
arogozhnikov/infiniteboost,184,22,2,0,3,Jupyter Notebook,99.2,0.0,moderate,small_team,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
norbusan/cinnadock-p2,439,1,2,0,0,JavaScript,219.8,0.0,moderate,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vivekweb2013/audio-recorder,22,4,2,0,4,Java,13.0,0.0,low,small_team,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kdeldycke/mdx_titlecase,1,3,2,0,2,Python,1.8,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
savannahar68/ClipboardHistory,4,2,2,9,2,JavaScript,3.0,4.5,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
brettkromkamp/topic-db-api,1,0,2,0,0,Python,0.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
savannahar68/CamScanner-Python,2,5,2,0,0,Python,2.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jgthms/bulma-versions,7,4,2,12,0,HTML,4.7,6.0,obscure,solo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tapaswenipathak/Bot-list,0,0,2,0,2,Unknown,0.4,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EddieHubCommunity/Branding,17,22,2,2,21,HTML,19.3,1.0,low,large_team,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
feross/arch,69,7,2,1,4,JavaScript,37.4,0.5,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
feross/awesome-mad-science,0,68,2,9,17,Unknown,23.8,4.5,obscure,mid_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Anurag5086/Portfolio-website-themes,1,8,2,0,8,HTML,4.5,0.0,obscure,mid_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Anurag5086/MentHealth,4,4,2,0,2,Unknown,3.6,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AYIDouble/Keyboard,8,1,2,0,0,Java,4.3,0.0,obscure,solo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
vivekweb2013/toastmaker,43,11,2,8,2,JavaScript,25.2,4.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
antonmedv/fx-completion,169,7,2,0,0,JavaScript,86.6,0.0,moderate,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
antonmedv/gofx,234,10,2,0,2,Go,120.4,0.0,moderate,small_team,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
norbusan/jfontmaps,434,1,2,0,3,Perl,217.9,0.0,moderate,small_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
eddiejaoude/ANT-Project-Deployment-Tool,2,0,2,0,0,Unknown,1.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
taniarascia/chat,154,27,2,0,4,TypeScript,85.9,0.0,moderate,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
taniarascia/accordion,116,11,2,0,0,JavaScript,61.3,0.0,moderate,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeepGautamFullStack/DeepCart,14,15,2,0,0,TypeScript,11.5,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
saurabhdaware/jest-fs-mock,2,0,2,0,0,JavaScript,1.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kameshsampath/ansible-role-openshift-spices,2,1,2,0,2,HTML,1.7,0.0,obscure,small_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Errichto/youtube,0,486,2,1,3,C++,146.4,0.5,obscure,small_team,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donnemartin/donnemartin.github.io,51,20,2,2,0,HTML,31.5,1.0,low,solo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
arogozhnikov/DeepMMD-GAN,13,8,2,0,0,Jupyter Notebook,8.9,0.0,low,solo,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
localstack/localstack-extensions,9,1,2,0,3,Python,5.4,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
andrewjmead/short-lnk-meteor-course,5,11,2,0,0,JavaScript,5.8,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
btholt/citr-v7-project,306,240,2,3,0,JavaScript,225.0,1.5,moderate,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kameshsampath/ansible-role-rosa-demos,0,0,2,0,2,Makefile,0.4,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RivaanRanawat/flutter-dapp-tutorial,4,4,2,1,0,C++,3.2,0.5,obscure,solo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taniarascia/react-hooks,339,207,2,0,3,JavaScript,232.2,0.0,moderate,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
carloscuesta/starterkit,88,13,2,0,3,JavaScript,48.5,0.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kameshsampath/ansible-role-minikube,0,0,2,0,0,Makefile,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ihcsim/go-ini,1,0,2,0,0,Go,0.5,0.0,obscure,solo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
arogozhnikov/python3_with_pleasure,0,204,2,1,14,Unknown,64.0,0.5,obscure,mid_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bradtraversy/aioweb,13,10,2,0,0,PHP,9.5,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
beatak/es-promise-http,2,0,2,0,0,JavaScript,1.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
aviaryan/clipjump-addons,9,4,2,0,2,AutoHotkey,6.1,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
salil-naik/a11y.css,20,14,2,2,11,CSS,16.4,1.0,low,mid_team,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GmGniap/practice_python,1,1,2,1,2,Jupyter Notebook,1.2,0.5,obscure,small_team,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AYIDouble/Deep-Learning-Machine-Learning-AI-TensorFlow-Python,19,8,2,0,2,Python,12.3,0.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
btholt/complete-intro-to-react-v4,0,264,2,11,4,JavaScript,80.0,5.5,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bradtraversy/angular-crash-2021,379,571,2,2,3,TypeScript,361.4,1.0,moderate,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nayyyhaa/C-codes,5,32,2,7,28,C++,17.7,3.5,obscure,large_team,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaiJunMaster/DJColorfulSlider,13,0,2,0,2,Objective-C,6.9,0.0,low,small_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
saurabhdaware/DEV-widget,94,12,2,0,7,JavaScript,52.0,0.0,low,mid_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ihcsim/customer-invoice-management,2,2,2,0,0,JavaScript,1.6,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
adrishyantee/GssocDemo,0,8,2,1,7,Java,3.8,0.5,obscure,mid_team,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ethereum/annotated-spec,231,45,2,3,11,Unknown,131.2,1.5,moderate,mid_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
taniarascia/new-moon-chrome-devtools,56,5,2,0,5,CSS,30.5,0.0,low,small_team,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rupa/mkdn,8,0,2,0,0,Python,4.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AYIDouble/BMI-Calculator-JavaScript,18,7,2,0,2,JavaScript,11.5,0.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sirinath/blog,0,0,2,0,23,Shell,4.6,0.0,obscure,large_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
artkirienko/final-html-css,1,0,2,1,0,CSS,0.5,0.5,obscure,solo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
benawad/basic-react-form,83,149,2,1,2,JavaScript,86.6,0.5,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rogeriopvl/8bit,82,12,2,1,2,JavaScript,45.0,0.5,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
taniarascia/primitive,879,82,2,0,8,SCSS,465.7,0.0,moderate,mid_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
themaaz32/download_teach,18,18,2,0,0,Dart,14.4,0.0,low,solo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rchtgpt/tablot,0,0,2,0,5,Python,1.0,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Harshal0902/COVID-19-Tracker,2,0,2,0,0,JavaScript,1.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
casatwy/RTNetworking,0,317,2,0,7,Objective-C,96.5,0.0,obscure,mid_team,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
simonw/asgi-cors,15,3,2,2,0,Python,8.4,1.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
iamshaunjp/data-ui-with-d3-firebase,162,151,2,0,0,Unknown,126.3,0.0,moderate,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LiveOverflow/pwnedit,187,24,2,0,0,C,100.7,0.0,moderate,solo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kylelix7/job-ui,1,0,2,0,0,JavaScript,0.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
devongovett/blob-stream,100,20,2,1,2,JavaScript,56.4,0.5,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
iamshaunjp/flutter-animations,90,76,2,0,0,Unknown,67.8,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Anuj-Kumar-Sharma/Java-DSA,131,71,2,1,0,Java,86.8,0.5,moderate,solo,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
xprilion/fireshort,63,28,2,0,4,JavaScript,40.7,0.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
simonw/asgi-csrf,40,2,2,0,17,Python,24.0,0.0,low,mid_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mrdbourke/airbnb-amenity-detection,142,47,2,1,2,Jupyter Notebook,85.5,0.5,moderate,small_team,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
simonw/asyncinject,26,1,2,0,2,Python,13.7,0.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
justinshenk/gitcommit,0,0,2,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dylanbeattie/Confocal,0,0,2,0,0,CSS,0.0,0.0,obscure,solo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
motasimmakki/Chat-Application-In-Java,1,0,2,0,0,Java,0.5,0.0,obscure,solo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
markwylde/angular-fresh,2,1,2,0,0,JavaScript,1.3,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
trailofbits/cast2gif,7,2,2,0,0,Python,4.1,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Orbiter/MetaGer,749,0,2,0,2,Unknown,374.9,0.0,moderate,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
florinpop17/frontend-mentor-challenges,262,91,2,1,0,CSS,158.3,0.5,moderate,solo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
iamshaunjp/Customizing-Bootstrap-5,21,7,2,0,0,Unknown,12.6,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
iamshaunjp/CSS-Tips-and-Tricks,60,52,2,1,0,Unknown,45.6,0.5,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ducc/DubTrack4J,1,3,2,0,3,Java,2.0,0.0,obscure,small_team,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
iamshaunjp/angular-2-playlist,31,49,2,0,0,CSS,30.2,0.0,low,solo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rijusougata13/movie-recommender,1,1,2,0,2,HTML,1.2,0.0,obscure,small_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Anuj-Kumar-Sharma/Social-App,48,38,2,1,0,Kotlin,35.4,0.5,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
trailofbits/cvedb,12,4,2,1,3,Python,7.8,0.5,low,small_team,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LiveOverflow/ctf,13,4,2,0,0,Unknown,7.7,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
iamshaunjp/bootstrap-5-tutorial,146,148,2,1,0,Unknown,117.4,0.5,moderate,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IonicaBizau/ajs,21,6,2,0,2,JavaScript,12.7,0.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IonicaBizau/add-subtract-date,7,1,2,0,0,JavaScript,3.8,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
jishanshaikh4/CSE-219-Principles-of-Programming-Languages,17,0,2,0,0,C++,8.5,0.0,low,solo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jishanshaikh4/CSE-229-PHP-Laboratory,16,0,2,0,0,Hack,8.0,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
asweigart/automatetheboringstuffwithpythondotcom,63,37,2,5,0,HTML,42.6,2.5,low,solo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
iamshaunjp/complete-sass-tutorial,121,110,2,1,0,Unknown,93.5,0.5,moderate,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LiveOverflow/NECAnalyzer,44,17,2,0,0,C++,27.1,0.0,low,solo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karar189/Music-App,0,0,2,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PawanKolhe/C-Algorithms,59,52,2,7,36,C,52.3,3.5,low,large_team,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PawanKolhe/amizone-fetch-api,4,2,2,0,0,JavaScript,2.6,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
eugenioclrc/binance-crypto-triangular-arbitrage,226,93,2,1,0,JavaScript,140.9,0.5,moderate,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rogeriopvl/gulp-ejs,86,34,2,16,16,JavaScript,56.4,8.0,low,mid_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shazow/clicker.go,4,0,2,0,0,Go,2.0,0.0,obscure,solo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shazow/apiclient,87,19,2,2,6,Python,50.4,1.0,low,mid_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nikhilkumarsingh/globTut,3,2,2,0,0,Jupyter Notebook,2.1,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
harryadel/blastjs,9,1,2,0,2,JavaScript,5.2,0.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AnmolTomer/ml_bootcamp_udemy,6,6,2,0,2,Jupyter Notebook,5.2,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lmgonzalves/pieces,220,22,2,0,0,JavaScript,116.6,0.0,moderate,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kerrishotts/cordova-plugin-ios-launch-screen,3,1,2,0,0,JavaScript,1.8,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lmgonzalves/segment,0,101,2,0,0,CSS,30.3,0.0,obscure,solo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EddieHubCommunity/Hackathons,23,25,2,0,26,Java,24.2,0.0,low,large_team,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ankushKun/animedoro-timer,32,8,2,0,5,HTML,19.4,0.0,low,small_team,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dcbuild3r/blockchain-development-guide,0,118,2,0,13,Unknown,38.0,0.0,obscure,mid_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
taranjeet/everything-else,0,0,2,0,0,Unknown,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jasineri/gitartwork,183,32,2,5,3,Unknown,101.7,2.5,moderate,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
casatwy/CTPersistance,742,156,2,1,9,Objective-C,419.6,0.5,moderate,mid_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
avikalpg/avikalpg.github.io,1,0,2,0,0,Roff,0.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
