repo_name,stars,forks,issues,pull_requests,contributors,language,engagement_score,pr_to_issue_ratio,popularity_tier,contributor_category,is_popular,lang_C,lang_C++,lang_CSS,lang_Dart,lang_Go,lang_HTML,lang_Java,lang_JavaScript,lang_Jupyter Notebook,lang_Other,lang_PHP,lang_Python,lang_Ruby,lang_Shell,lang_TypeScript,lang_Unknown
kdeldycke/awesome-falsehood,0,469,1,1,32,Unknown,147.1,1.0,obscure,large_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
byt3bl33d3r/BeEF-API,75,23,1,1,0,Python,44.4,1.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
newwebash/cat-clicker,0,0,1,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
newwebash/fcc-product-landing-page,0,0,1,0,0,HTML,0.0,0.0,obscure,solo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
newwebash/fcc-tribute-page,0,0,1,0,0,HTML,0.0,0.0,obscure,solo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
newwebash/portfolio-boilerplate,0,0,1,0,0,Unknown,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
shreyassai123/NFT-Wallet,26,3,1,0,0,Swift,13.9,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hritik14/BashServerClient,1,1,1,0,0,Shell,0.8,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
byt3bl33d3r/CME-PowerShell-Scripts,41,30,1,1,0,PowerShell,29.5,1.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Clueless-Community/collegeAPI,11,1,1,0,0,Python,5.8,0.0,low,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
byt3bl33d3r/DHCPShock,81,31,1,1,0,Python,49.8,1.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
byt3bl33d3r/hookme,12,5,1,0,0,C#,7.5,0.0,low,solo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
xchanmolx/E-CommerceApp,49,2,1,0,0,C#,25.1,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EddieHubCommunity/gh-action-open-source-labels,16,18,1,0,10,Unknown,15.4,0.0,low,mid_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EddieHubCommunity/LiveStream-GitOps-Demo,9,2,1,0,2,JavaScript,5.5,0.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shreyashankar/datatracker,5,0,1,0,0,Python,2.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
masterpranay1/form-validator,0,0,1,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeepGautamFullStack/Integrating-Chart-Js-in-Angular-7,16,8,1,0,0,TypeScript,10.4,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
unnat404/eCommerce,2,0,1,0,0,JavaScript,1.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
adil-Pathan/github-slideshow,0,0,1,0,8,Ruby,1.6,0.0,obscure,mid_team,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
unnat404/My-DSA-Handbook,3,1,1,0,0,C++,1.8,0.0,obscure,solo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benawad/apollo-link-state-tutorial,27,9,1,0,0,TypeScript,16.2,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
benawad/benawad.com,106,34,1,2,3,JavaScript,63.8,2.0,moderate,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
benawad/cra-redux-saga,75,41,1,0,0,JavaScript,49.8,0.0,low,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SpaceLeft/Lavalink,1,0,1,2,2,Shell,0.9,2.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
jdrago999/AWS-S3,14,6,1,0,5,Perl,9.8,0.0,low,small_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
iamrajiv/helloworld-grpc-gateway,21,14,1,0,0,Go,14.7,0.0,low,solo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sagesharp/code-of-conduct-template,12,9,1,0,8,Unknown,10.3,0.0,low,mid_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
openfoodfacts/.github,0,2,1,1,3,Unknown,1.2,1.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
openfoodfacts/bio-codes,0,1,1,0,0,Unknown,0.3,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
openfoodfacts/egg-codes,1,1,1,0,0,Unknown,0.8,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
openfoodfacts/fastlane-descriptions,0,0,1,2,3,JavaScript,0.6,2.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
openfoodfacts/impactestimator,3,1,1,4,5,Python,2.8,4.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hellofuddin/github-slideshow,0,0,1,0,2,HTML,0.4,0.0,obscure,small_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lmgonzalves/elastic-range-input,34,7,1,0,0,CSS,19.1,0.0,low,solo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mattgallagher/CwlWhitespace,26,1,1,0,0,Swift,13.3,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shazow/colorlib,16,0,1,0,0,JavaScript,8.0,0.0,low,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mattgallagher/CwlViews,166,6,1,0,3,Swift,85.4,0.0,moderate,small_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
saniya44/github-slideshow,0,0,1,3,8,Ruby,1.6,3.0,obscure,mid_team,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lengstrom/blog,1,0,1,0,0,HTML,0.5,0.0,obscure,solo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lengstrom/Dangerous-Chef-Pioneer,5,605,1,0,0,JavaScript,184.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cyborgboy/intro-to-semgrep,0,0,1,1,2,TypeScript,0.4,1.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PragneshRamani/Coursera--Using-Databases-with-Python,24,60,1,2,0,JavaScript,30.0,2.0,low,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
iamshaunjp/bootstrap-4-playlist,66,90,1,2,0,Unknown,60.0,2.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
iamshaunjp/complete-mongodb,47,9,1,1,0,Unknown,26.2,1.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
iamshaunjp/firestore-pagination-tutorial,19,16,1,0,0,Unknown,14.3,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
justinshenk/deepemotion,12,7,1,0,2,JavaScript,8.5,0.0,low,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lukefire5156/REMOTE-EDUCATION-APP---EMAGISTER,6,1,1,0,0,Java,3.3,0.0,obscure,solo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
vasu-1/GithubBotApp,6,1,1,0,0,Python,3.3,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
carloscuesta/n26-github-actions-demo,1,0,1,0,0,JavaScript,0.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
aloisdeniel/dart-opencage-geocoder,7,4,1,1,3,Dart,5.3,1.0,obscure,small_team,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aloisdeniel/feature_flags,18,1,1,1,0,Dart,9.3,1.0,low,solo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Anurag5086/chatify,0,1,1,0,3,JavaScript,0.9,0.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JDevlieghere/InTeXration,18,4,1,0,0,Python,10.2,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KrauseFx/engagement-enhancer,3,0,1,0,0,Unknown,1.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
artkirienko/int-flip,0,0,1,0,0,C,0.0,0.0,obscure,solo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antoniaandreou/github-slideshow,0,0,1,0,8,HTML,1.6,0.0,obscure,mid_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
artkirienko/hlds-docker-dproto,19,2,1,0,0,Pawn,10.1,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
artkirienko/int-null-even,0,0,1,1,0,C,0.0,1.0,obscure,solo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KrauseFx/dotfiles,84,7,1,1,0,Shell,44.1,1.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
divyamagwl/Depocalypse,14,5,1,0,4,JavaScript,9.3,0.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ritwickdey/Cake-Shop,44,40,1,1,0,C#,34.0,1.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ritwickdey/expensify-app,4,3,1,0,0,JavaScript,2.9,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stong/infosec-resources,799,72,1,0,3,Unknown,421.7,0.0,moderate,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KrauseFx/certs,7,0,1,0,0,Unknown,3.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KrauseFx/doesitrain.today,5,2,1,1,0,Ruby,3.1,1.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
meenal21/meenal-jain,1,0,1,0,0,CSS,0.5,0.0,obscure,solo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ashryanbeats/favicon-export-for-xd,2,0,1,0,1,JavaScript,1.2,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blackstorm0514/Moonsama-ERC1155-Subsquid,0,1,1,0,0,TypeScript,0.3,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
blackstorm0514/opencart_bizzsite,8,0,1,0,0,PHP,4.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
meenal21/markdown-portfolio,0,0,1,0,2,Unknown,0.4,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Justin77777/github-slideshow,0,0,1,0,8,HTML,1.6,0.0,obscure,mid_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5cientist/5cientist,2,0,1,0,0,Unknown,1.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
aka-jain/Github-Search,0,0,1,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vitasha10/vkbot,6,1,1,0,0,PHP,3.3,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jigar-sable/flipkart-mern,91,49,1,0,0,JavaScript,60.2,0.0,low,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mattgallagher/Clocks,102,9,1,0,0,Swift,53.7,0.0,moderate,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mattgallagher/CwlFeedReader,29,2,1,0,0,Swift,15.1,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shazow/colorblendy,22,1,1,0,3,JavaScript,11.9,0.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shazow/communal,43,2,1,0,2,Go,22.5,0.0,low,small_team,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
localstack/ci-plugin-circleci,3,0,1,0,3,Makefile,2.1,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AshAman999/Link-Shortner,0,0,1,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bradtraversy/breaking-bad-cast,225,150,1,2,6,JavaScript,158.7,2.0,moderate,mid_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bradtraversy/breakout_desktop_nw,83,27,1,8,0,JavaScript,49.6,8.0,low,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
saurabhdaware/abell-source-devto,0,0,1,3,2,JavaScript,0.4,3.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
saurabhdaware/blep,14,1,1,0,0,JavaScript,7.3,0.0,low,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
saurabhdaware/import-ls,9,0,1,0,0,JavaScript,4.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EstrelaE/quadras-dos-santos,0,0,1,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
goforbg/ClickableMapView,36,8,1,1,2,Kotlin,20.8,1.0,low,small_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lucianmarin/instanote,17,2,1,0,0,PHP,9.1,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lucianmarin/logparser,137,2,1,0,0,Python,69.1,0.0,moderate,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lucianmarin/pressdown,2,0,1,1,0,PHP,1.0,1.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lucianmarin/pybench,6,1,1,1,0,Python,3.3,1.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lucianmarin/wp-journalist,6,2,1,0,2,PHP,4.0,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
brettkromkamp/knowledge-graph-experiments,1,0,1,0,0,Python,0.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
brettkromkamp/typed-tree,14,1,1,0,2,Python,7.7,0.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dashon-Hawkins/calculator-app,0,0,1,7,0,JavaScript,0.0,7.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bradtraversy/brainjs_examples,105,58,1,0,3,JavaScript,70.5,0.0,moderate,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bradtraversy/bootstrap-bootcamp-website,321,318,1,2,0,HTML,255.9,2.0,moderate,solo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bradtraversy/bootsassy,6,3,1,0,0,JavaScript,3.9,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AnkushMalaker/pretrained-dcnn-attention-ser,4,0,1,0,0,Python,2.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rchtgpt/certifyed,2,0,1,0,2,Python,1.4,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
themaaz32/audio_playere_tet,17,13,1,0,0,Dart,12.4,0.0,low,solo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
themaaz32/design_clone,38,32,1,0,0,Dart,28.6,0.0,low,solo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GmGniap/MOHS_Scraper,0,0,1,0,0,Python,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Debajyoti14/Meal-App,0,0,1,0,0,Dart,0.0,0.0,obscure,solo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AnkushMalaker/HUSE,14,2,1,0,0,Python,7.6,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jakearchibald/aac-decode-bug,0,2,1,0,0,HTML,0.6,0.0,obscure,solo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bradtraversy/bizlight_theme,43,18,1,0,0,CSS,26.9,0.0,low,solo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jakearchibald/accept-encoding-range-test,2,2,1,1,0,JavaScript,1.6,1.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
jakearchibald/appcache-demo,240,44,1,0,0,Python,133.2,0.0,moderate,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jakearchibald/async-waituntil-polyfill,31,4,1,0,0,JavaScript,16.7,0.0,low,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
securearth/backman,3,0,1,0,4,Python,2.3,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bradtraversy/a4app,82,52,1,1,2,TypeScript,57.0,1.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bradtraversy/angular-crash-todolist,224,232,1,1,2,TypeScript,182.0,1.0,moderate,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hrushikesh-git/foodDom,0,0,1,5,0,JavaScript,0.0,5.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
itaditya/AM-admin-panel,0,0,1,1,0,HTML,0.0,1.0,obscure,solo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
itaditya/AR-shopping,2,5,1,0,2,HTML,2.9,0.0,obscure,small_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
trailofbits/btfparse,5,1,1,0,3,C++,3.4,0.0,obscure,small_team,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RivaanRanawat/flutter-multiplayer-tictactoe,13,9,1,0,0,Dart,9.2,0.0,low,solo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
education/autograding-example-c,7,17,1,0,0,Shell,8.6,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
education/autograding-example-cpp,7,9,1,1,0,C++,6.2,1.0,obscure,solo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
education/autograding-example-java,21,59,1,1,0,Java,28.2,1.0,low,solo,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
education/autograding-example-python,31,86,1,3,0,Python,41.3,3.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
trailofbits/brew-pip-audit,0,0,1,0,2,Ruby,0.4,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
trailofbits/cfg-showcase,38,12,1,0,2,C++,23.0,0.0,low,small_team,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivuozil/github-slideshow,0,0,1,0,8,HTML,1.6,0.0,obscure,mid_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jamesbachini/satoshisearch,0,2,1,0,2,JavaScript,1.0,0.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Raz0r/codeql-uboot,0,0,1,0,2,CodeQL,0.4,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AnirudhDagar/comments,0,0,1,0,0,Unknown,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
localstack/.github,3,2,1,0,2,Unknown,2.5,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
localstack/amplify-js-local,16,1,1,0,2,JavaScript,8.7,0.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
localstack/chalice-local,17,2,1,0,0,Python,9.1,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RivaanRanawat/cuadro,8,7,1,0,0,Dart,6.1,0.0,obscure,solo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eddiejaoude/BattleSnake,1,0,1,0,0,Gherkin,0.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PranamBhat/Angular-Ivy-Compiler,0,1,1,0,2,TypeScript,0.7,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
devongovett/apple-color-emoji,54,11,1,2,4,JavaScript,31.1,2.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kaushik-rishi/codemirror-record,0,0,1,0,2,JavaScript,0.4,0.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kaushik-rishi/procmon,1,0,1,0,0,JavaScript,0.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
vaibhavdes/LearnDesignPatterns,0,0,1,0,0,Unknown,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ifnotak/Strenua,0,0,1,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
idvoretskyi/community-tools,0,0,1,0,0,CSS,0.0,0.0,obscure,solo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DevGupta-ikr/github-slideshow,0,0,1,0,8,Ruby,1.6,0.0,obscure,mid_team,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
devongovett/babel-plugin-transform-async-super,4,1,1,0,0,JavaScript,2.3,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ipseeta/JavaPractice,0,0,1,0,0,Java,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
devongovett/babel-plugin-transform-glob-import,5,4,1,3,0,JavaScript,3.7,3.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
devongovett/bmp.js,14,3,1,0,0,CoffeeScript,7.9,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
devongovett/bundler-algorithm,28,2,1,0,0,Rust,14.6,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
benfoxall/code-along,0,1,1,0,0,JavaScript,0.3,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anuraghazra/CanvasFun,141,30,1,1,0,JavaScript,79.5,1.0,moderate,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ipseeta/CRUD-SpringMVC-Mongo-API,2,0,1,0,0,HTML,1.0,0.0,obscure,solo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
prtamil/cstl,0,0,1,0,2,C,0.4,0.0,obscure,small_team,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AshAman999/FUNZONE,2,1,1,0,2,Dart,1.7,0.0,obscure,small_team,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
curiousily/burglar-alarm-system-with-tensorflow-js-and-react,1,0,1,0,0,JavaScript,0.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AshAman999/FlutterFestival,0,1,1,0,0,Unknown,0.3,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
StErMi/forge-damn-vulnerable-defi,12,1,1,0,0,Solidity,6.3,0.0,low,solo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
adrianhajdin/project_gif_app,23,8,1,0,0,CSS,13.9,0.0,low,solo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jishanshaikh4/cpp-building,16,0,1,0,0,QMake,8.0,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jishanshaikh4/CSE-215-Computer-Graphics-Programs,16,1,1,0,0,C,8.3,0.0,low,solo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jishanshaikh4/CSE-217-Data-Structures-Laboratory,23,3,1,0,2,C++,12.8,0.0,low,small_team,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jishanshaikh4/CSE-315-Compiler-Design-Laboratory,16,0,1,0,0,C,8.0,0.0,low,solo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jishanshaikh4/CSE-317-Operating-Systems-Laboratory,16,2,1,0,0,C++,8.6,0.0,low,solo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jishanshaikh4/cuda-programs,14,0,1,1,0,Cuda,7.0,1.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SOUMEE2000/Goodreads-Book-Finder-Getting-Started-Project-,3,2,1,0,0,HTML,2.1,0.0,obscure,solo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Novusvetus/AutoGitIgnore,6,0,1,2,2,PHP,3.4,2.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Novusvetus/ClassHelper,5,0,1,2,2,PHP,2.9,2.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Novusvetus/StreamersMQTT,2,0,1,0,0,Unknown,1.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mrdbourke/food-not-food,45,9,1,0,2,Jupyter Notebook,25.6,0.0,low,small_team,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ahmedEid1/E-Learning-Platform,11,11,1,0,0,JavaScript,8.8,0.0,low,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
thrau/my-action-tests,1,0,1,0,3,Python,1.1,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
taranjeet/hindi-news-classifier,0,0,1,0,0,Python,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
taranjeet/django-library-app,49,28,1,0,0,Python,32.9,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
taranjeet/awesome-paid-resources-free-during-covid19,21,1,1,0,0,Unknown,10.8,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cheeaun/3d-touch-canvas,59,4,1,0,2,HTML,31.1,0.0,low,small_team,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
curiousily/dissertation,4,3,1,0,2,Jupyter Notebook,3.3,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
